"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GXGNQ5VK","journalArticle","2022","Wang, Fei; Li, Yansheng; Zhang, Yongjun; Wei, Dong","KLGCN: Knowledge graph-aware Light Graph Convolutional Network for recommender systems","Expert Systems with Applications","","","10.1016/J.ESWA.2022.116513","https://linkinghub.elsevier.com/retrieve/pii/S0957417422000148","","2022-01","2022-11-17 10:55:10","2022-11-17 10:55:10","","116513-116513","","","","","","","","","","","","","","","","","","","","Publisher: Pergamon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6SZ5KV9S","bookSection","2021","Rao, Yizhuo; Ren, Xiaoguang; Duan, Chengyuan; Mi, Xianya; Cheng, Jiajun; Chen, Yu; You, Hongliang; Gao, Qiang; Zeng, Zhixian; Wei, Xiao","Knowledge-Guided Fraud Detection Using Semi-supervised Graph Neural Network","Web Information Systems Engineering – WISE 2021","978-3-030-90887-4","","","","","2021","2022-11-17 10:55:10","2022-11-17 10:55:10","","385-393","","","13080","","","","","","","","Springer International Publishing","Cham","","","","","","","","DOI: 10.1007/978-3-030-90888-1_29","","","","","","Zhang, Wenjie; Zou, Lei; Maamar, Zakaria; Chen, Lu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NKG8QX5","journalArticle","2020","Guo, Qingyu; Zhuang, Fuzhen; Qin, Chuan; Zhu, Hengshu; Xie, Xing; Xiong, Hui; He, Qing","A Survey on Knowledge Graph-Based Recommender Systems","IEEE Transactions on Knowledge and Data Engineering","","","10.1109/TKDE.2020.3028705","","To solve the information explosion problem and enhance user experience in various online applications, recommendersystems have been developed to model users’ preferences. Although numerous efforts have been made toward more personalizedrecommendations, recommender systems still suffer from several challenges, such as data sparsity and cold-start problems. In recentyears, generating recommendations with the knowledge graph as side information has attracted considerable interest. Such anapproach can not only alleviate the above mentioned issues for a more accurate recommendation, but also provide explanations forrecommended items. In this paper, we conduct a systematical survey of knowledge graph-based recommender systems. We collectrecently published papers in this field, and group them into three categories, i.e., embedding-based methods, connection-basedmethods, and propagation-based methods. Also, we further subdivide each category according to the characteristics of theseapproaches. Moreover, we investigate the proposed algorithms by focusing on how the papers utilize the knowledge graph for accurateand explainable recommendation. Finally, we propose several potential research directions in this field.","2020","2022-11-17 10:55:10","2022-11-17 10:55:10","","1-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J7J67XRQ","journalArticle","","Lin, Yankai; Liu, Zhiyuan; Sun, Maosong; Liu, Yang; Zhu, Xuan","Learning Entity and Relation Embeddings for Knowledge Graph Completion.","Proceedings of the AAAI Conference on Artificial Intelligence","","","","https://ojs.aaai.org/index.php/AAAI/article/view/9491","","","2022-11-17 10:55:10","2022-11-17 10:55:10","","","","1","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9MIDS9JY","journalArticle","2014","Shi, Yue; Larson, Martha; Hanjalic, Alan","Collaborative Filtering beyond the User-Item Matrix","ACM Computing Surveys","","","10.1145/2556270","","","2014","2022-11-17 10:55:10","2022-11-17 10:55:10","","1-45","","1","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANISATJ3","journalArticle","2021","Hogan, Aidan; Blomqvist, Eva; Cochez, Michael; D’amato, Claudia; Melo, Gerard; Gutierrez, Claudio; Kirrane, Sabrina; Gayo, José Emilio Labra; Navigli, Roberto; Neumaier, Sebastian; Ngomo, Axel-Cyrille Ngonga; Polleres, Axel; Rashid, Sabbir M; Rula, Anisa; Schmelzeisen, Lukas; Sequeda, Juan; Staab, Steffen; Zimmermann, Antoine","Knowledge Graphs","ACM Computing Surveys","","","10.1145/3447772","","","2021","2022-11-17 10:55:10","2022-11-17 10:55:10","","1-37","","4","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGWPNR6J","journalArticle","2020","Zhao, Ling; Deng, Hanhan; Qiu, Linyao; Li, Sumin; Hou, Zhixiang; Sun, Hai; Chen, Yun","Urban Multi-Source Spatio-Temporal Data Analysis Aware Knowledge Graph Embedding","Symmetry","","","10.3390/sym12020199","","Multi-source spatio-temporal data analysis is an important task in the development of smart cities. However, traditional data analysis methods cannot adapt to the growth rate of massive multi-source spatio-temporal data and explain the practical significance of results. To explore the network structure and semantic relationships, we propose a general framework for multi-source spatio-temporal data analysis via knowledge graph embedding. The framework extracts low-dimensional feature representation from multi-source spatio-temporal data in a high-dimensional space, and recognizes the network structure and semantic relationships about multi-source spatio-temporal data. Experiment results show that the framework can not only effectively utilize multi-source spatio-temporal data, but also explore the network structure and semantic relationship. Taking real Shanghai datasets as an example, we confirm the validity of the multi-source spatio-temporal data analytical framework based on knowledge graph embedding.","2020","2022-11-17 10:55:10","2022-11-17 10:55:10","","199-199","","2","12","","","","","","","","","","","","","","","","","","","","","data analysis; embedded learning; knowledge graph; Knowledge graph embeddings; Knowledge graphs; multi-source spatio-temporal data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9JXJA4N","journalArticle","2013","Abele, Lisa; Anic, Maja; Gutmann, Tim; Folmer, Jens; Kleinsteuber, Martin; Vogel-Heuser, Birgit","Combining Knowledge Modeling and Machine Learning for Alarm Root Cause Analysis","IFAC Proceedings Volumes","","","10.3182/20130619-3-RU-3018.00057","https://www.sciencedirect.com/science/article/pii/s1474667016345633","","2013","2022-11-17 10:55:10","2022-11-17 10:55:10","","1843-1848","","9","46","","","","","","","","","","","","","","","","","","","","","Bayesian networks; Knowledge modeling; Root Cause Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4FMM43FM","journalArticle","2016","Paulheim, Heiko","Knowledge graph refinement: A survey of approaches and evaluation methods","Semantic Web","","","10.3233/SW-160218","Attachments/2016_Paulheim_Knowledge_Graph_Refinement.pdf","","2016","2022-11-17 10:55:10","2022-11-17 10:55:10","","489-508","","3","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXSUV89V","journalArticle","2022","Tiddi, Ilaria; Schlobach, Stefan","Knowledge graphs as tools for explainable machine learning: A survey","Artificial Intelligence","","","10.1016/j.artint.2021.103627","https://reader.elsevier.com/reader/sd/pii/S0004370221001788?token=0FF57FD421FA89AB07FF45A68997626F09372B4349CCBB25F296B12D969C0C70807A5122BD9279E4D0171435437FDD25&originRegion=eu-west-1&originCreation=20211118083359","This paper provides an extensive overview of the use of knowledge graphs in the context of Explainable Machine Learning. As of late, explainable AI has become a very active ﬁeld of research by addressing the limitations of the latest machine learning solutions that often provide highly accurate, but hardly scrutable and interpretable decisions. An increasing interest has also been shown in the integration of Knowledge Representation techniques in Machine Learning applications, mostly motivated by the complementary strengths and weaknesses that could lead to a new generation of hybrid intelligent systems. Following this idea, we hypothesise that knowledge graphs, which naturally provide domain background knowledge in a machine-readable format, could be integrated in Explainable Machine Learning approaches to help them provide more meaningful, insightful and trustworthy explanations. Using a systematic literature review methodology we designed an analytical framework to explore the current landscape of Explainable Machine Learning. We focus particularly on the integration with structured knowledge at large scale, and use our framework to analyse a variety of Machine Learning domains, identifying the main characteristics of such knowledge-based, explainable systems from different perspectives. We then summarise the strengths of such hybrid systems, such as improved understandability, reactivity, and accuracy, as well as their limitations, e.g. in handling noise or extracting knowledge eﬃciently. We conclude by discussing a list of open challenges left for future research.","2022","2022-11-17 10:55:10","2022-11-17 10:55:10","","103627-103627","","","302","","","","","","","","","","","","","","","","","","","","","Knowledge_graphs; Neuro-symbolic integration; Subsymbolic AI; Symbolic AI; XAI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVEZ5RWR","journalArticle","","Rabold, Johannes; Siebers, Michael; Schmid, Ute","Generating Contrastive Explanations for Inductive Logic Programming  Based on a Near Miss Approach","","","","","https://arxiv.org/pdf/2106.08064","In recent research, human-understandable explanations of machine learning models have received a lot of attention. Often explanations are given in form of model simplifications or visualizations. However, as shown in cognitive science as well as in early AI research, concept understanding can also be improved by the alignment of a given instance for a concept with a similar counterexample. Contrasting a given instance with a structurally similar example which does not belong to the concept highlights what characteristics are necessary for concept membership. Such near misses have been proposed by Winston (1970) as efficient guidance for learning in relational domains. We introduce an explanation generation algorithm for relational concepts learned with Inductive Logic Programming (GeNME). The algorithm identifies near miss examples from a given set of instances and ranks these examples by their degree of closeness to a specific positive instance. A modified rule which covers the near miss but not the original instance is given as an explanation. We illustrate GeNME with the well known family domain consisting of kinship relations, the visual relational Winston arches domain and a real-world domain dealing with file management. We also present a psychological experiment comparing human preferences of rule-based, example-based, and near miss explanations in the family and the arches domains.","","2022-11-17 10:55:10","2022-11-17 10:55:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CURKUDN","journalArticle","2021","Rožanec, Jože M; Fortuna, Blaž; Mladenić, Dunja","Knowledge graph-based rich and confidentiality preserving Explainable Artificial Intelligence (XAI)","Information Fusion","","","10.1016/j.inffus.2021.11.015","Attachments/Rožanec_2021_Knowledge_graph-based_rich_and_confidentiality.pdf","","2021","2022-11-17 10:55:10","2022-11-17 10:55:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPVCTVQK","journalArticle","2020","Jalilifard, Amir; Chen, Dehua; Lopes, Lucas Pereira; Ben-Akiva, Isaac; Inazawa, Pedro Henrique Gonçalves","Friendship is All we Need: A Multi-graph Embedding Approach for  Modeling Customer Behavior","CoRR","","","","https://arxiv.org/abs/2010.02780","","2020","2022-11-17 10:55:10","2022-11-17 10:55:10","","","","","abs/2010.02780","","","","","","","","","","","","","","","","","","","","","Customer Behavior; Graph Representation Learning; Node Embedding; Recommender Systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3A2KSIXC","journalArticle","9","Färber, Michael; Rettinger, Achim","Which Knowledge Graph Is Best for Me?","","","","","http://arxiv.org/pdf/1809.11099v1","In recent years, DBpedia, Freebase, OpenCyc, Wikidata, and YAGO have been published as noteworthy large, cross-domain, and freely available knowledge graphs. Although extensively in use, these knowledge graphs are hard to compare against each other in a given setting. Thus, it is a challenge for researchers and developers to pick the best knowledge graph for their individual needs. In our recent survey, we devised and applied data quality criteria to the above-mentioned knowledge graphs. Furthermore, we proposed a framework for finding the most suitable knowledge graph for a given setting. With this paper we intend to ease the access to our in-depth survey by presenting simplified rules that map individual data quality requirements to specific knowledge graphs. However, this paper does not intend to replace our previously introduced decision-support framework. For an informed decision on which KG is best for you we still refer to our in-depth survey.","0009","2022-11-17 10:55:10","2022-11-17 10:55:10","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Science - Artificial Intelligence; Computer Science - Databases; Knowledge graphs; Wikidata; YAGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78F9CFLD","journalArticle","2020","Bianchi, Federico; Rossiello, Gaetano; Costabello, Luca; Palmonari, Matteo; Minervini, Pasquale","Knowledge Graph Embeddings and Explainable AI","","","","10.3233/SSW200011","","Knowledge graph embeddings are now a widely adopted approach to knowledge representation in which entities and relationships are embedded in vector spaces. In this chapter, we introduce the reader to the concept of knowledge graph embeddings by explaining what they are, how they can be generated and how they can be evaluated. We summarize the state-of-the-art in this field by describing the approaches that have been introduced to represent knowledge in the vector space. In relation to knowledge representation, we consider the problem of explainability, and discuss models and methods for explaining predictions obtained via knowledge graph embeddings.","2020-04","2022-11-17 10:55:11","2022-11-17 10:55:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NQN4RTRI","journalArticle","2020","Schnake, Thomas; Eberle, Oliver; Lederer, Jonas; Nakajima, Shinichi; Schütt, Kristof T.; Müller, Klaus-Robert; Montavon, Grégoire","Higher-Order Explanations of Graph Neural Networks via Relevant Walks","","","","10.1109/TPAMI.2021.3115452","","Graph Neural Networks (GNNs) are a popular approach for predicting graph structured data. As GNNs tightly entangle the input graph into the neural network structure, common explainable AI approaches are not applicable. To a large extent, GNNs have remained black-boxes for the user so far. In this paper, we show that GNNs can in fact be naturally explained using higher-order expansions, i.e. by identifying groups of edges that jointly contribute to the prediction. Practically, we find that such explanations can be extracted using a nested attribution scheme, where existing techniques such as layer-wise relevance propagation (LRP) can be applied at each step. The output is a collection of walks into the input graph that are relevant for the prediction. Our novel explanation method, which we denote by GNN-LRP, is applicable to a broad range of graph neural networks and lets us extract practically relevant insights on sentiment analysis of text data, structure-property relationships in quantum chemistry, and image classification.","2020-06","2022-11-17 10:55:11","2022-11-17 10:55:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQXBPAGC","journalArticle","2020","Ren, Hongyu; Hu, Weihua; Leskovec, Jure","Query2box: Reasoning over Knowledge Graphs in Vector Space using Box Embeddings","","","","","","Answering complex logical queries on large-scale incomplete knowledge graphs (KGs) is a fundamental yet challenging task. Recently, a promising approach to this problem has been to embed KG entities as well as the query into a vector space such that entities that answer the query are embedded close to the query. However, prior work models queries as single points in the vector space, which is problematic because a complex query represents a potentially large set of its answer entities, but it is unclear how such a set can be represented as a single point. Furthermore, prior work can only handle queries that use conjunctions ($\wedge$) and existential quantifiers ($\exists$). Handling queries with logical disjunctions ($\vee$) remains an open problem. Here we propose query2box, an embedding-based framework for reasoning over arbitrary queries with $\wedge$, $\vee$, and $\exists$ operators in massive and incomplete KGs. Our main insight is that queries can be embedded as boxes (i.e., hyper-rectangles), where a set of points inside the box corresponds to a set of answer entities of the query. We show that conjunctions can be naturally represented as intersections of boxes and also prove a negative result that handling disjunctions would require embedding with dimension proportional to the number of KG entities. However, we show that by transforming queries into a Disjunctive Normal Form, query2box is capable of handling arbitrary logical queries with $\wedge$, $\vee$, $\exists$ in a scalable manner. We demonstrate the effectiveness of query2box on three large KGs and show that query2box achieves up to 25% relative improvement over the state of the art.","2020-02","2022-11-17 10:55:11","2022-11-17 10:55:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T5JRF4VL","journalArticle","2020","Costabello, Luca; Pai, Sumit; McCarthy, Nicholas; Janik, Adrianna","Knowledge Graph Embeddings Tutorial: From Theory to Practice","","","","10.5281/zenodo.4268208","https://kge-tutorial-ecai2020.github.io/","","2020-09","2022-11-17 10:55:11","2022-11-17 10:55:11","","","","","","","","","","","","","","","","","","","","","","Publisher: Zenodo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXMAUUZF","conferencePaper","2021","Wang, Xiaoyi; Li, Yaguang; Liu, Jie","Conversation Recommender System Based on Knowledge Graph and Time-series Feature","","978-1-4503-8985-3","","10.1145/3487075.3487149","","","2021-10","2022-11-17 10:55:11","2022-11-17 10:55:11","","1-5","","","","","","","","","","","ACM","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 5th International Conference on Computer Science and Application Engineering","","","","","","","","","","","","","","",""
"L3WFFUUM","journalArticle","2022","Lyu, Mengtao; Li, Xinyu; Chen, Chun-Hsien","Achieving Knowledge-as-a-Service in IIoT-driven smart manufacturing: A crowdsourcing-based continuous enrichment method for Industrial Knowledge Graph","Advanced Engineering Informatics","","","10.1016/j.aei.2021.101494","","","2022-01","2022-11-17 10:55:11","2022-11-17 10:55:11","","101494-101494","","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4L8T8YXZ","conferencePaper","2021","Ettorre, Antonia; Bobasheva, Anna; Faron, Catherine; Michel, Franck","A systematic approach to identify the information captured by Knowledge Graph Embeddings","","","","","","","2021-12","2022-11-17 10:55:11","2022-11-17 10:55:11","","","","","","","","","","","","","","Essendon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE/WIC/ACM International Conference on Web Intelligence","","","","","","","","","","","","","","",""
"R24CM4F7","journalArticle","2022","Shimizu, Ryotaro; Matsutani, Megumi; Goto, Masayuki","An explainable recommendation framework based on an improved knowledge graph attention network with massive volumes of side information","Knowledge-Based Systems","","","10.1016/j.knosys.2021.107970","","","2022-03","2022-11-17 10:55:11","2022-11-17 10:55:11","","107970-107970","","","239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AM39DY8Z","journalArticle","2021","Han, Xiaolin; Dell’Aglio, Daniele; Grubenmann, Tobias; Cheng, Reynold; Bernstein, Abraham","A framework for differentially-private knowledge graph embeddings","Journal of Web Semantics","","","10.1016/j.websem.2021.100696","","","2021-12","2022-11-17 10:55:11","2022-11-17 10:55:11","","100696-100696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5LA856B","conferencePaper","2021","Junni, She; Jun, Yin; Zhe, Ji; Ping, Qian","Research on Structure Analysis Framework of Industrial Cooperation Network Based on Knowledge Graph","","","","10.25236/ieesasm.2021.093","","","2021","2022-11-17 10:55:11","2022-11-17 10:55:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9th International Education, Economics, Social Science, Arts, Sports and Management Engineering Conference","","","","","","","","","","","","","","",""
"4W4SJ9JZ","journalArticle","2022","Sakurai, Keigo; Togo, Ren; Ogawa, Takahiro; Haseyama, Miki","Deep Reinforcement Learning-based Music Recommendation with Knowledge Graph Using Acoustic Features","ITE Transactions on Media Technology and Applications","","","10.3169/mta.10.8","","","2022","2022-11-17 10:55:11","2022-11-17 10:55:11","","8-17","","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZ9I9ZCA","journalArticle","2022","Li, Jiarui; Horiguchi, Yukio; Sawaragi, Tetsuo","Counterfactual inference to predict causal knowledge graph for relational transfer learning by assimilating expert knowledge --Relational feature transfer learning algorithm","Advanced Engineering Informatics","","","10.1016/j.aei.2021.101516","","","2022-01","2022-11-17 10:55:11","2022-11-17 10:55:11","","101516-101516","","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZR7QYFSK","journalArticle","2022","Steenwinckel, Bram; Vandewiele, Gilles; Weyns, Michael; Agozzino, Terencio; Turck, Filip De; Ongenae, Femke","INK: knowledge graph embeddings for node classification","Data Mining and Knowledge Discovery","","","10.1007/s10618-021-00806-z","","","2022-01","2022-11-17 10:55:11","2022-11-17 10:55:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CBTPZY7","journalArticle","2022","Lyu, Ziyu; Wu, Yue; Lai, Junjie; Yang, Min; Li, Chengming; Zhou, Wei","Knowledge Enhanced Graph Neural Networks for Explainable Recommendation","IEEE Transactions on Knowledge and Data Engineering","","","10.1109/TKDE.2022.3142260","","","2022","2022-11-17 10:55:11","2022-11-17 10:55:11","","1-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FXUSUZH","conferencePaper","2021","Wang, Ru; Wu, Meng; Ji, Shengwei","Meta-path Enhanced Knowledge Graph Convolutional Network for Recommender Systems","","978-1-66543-858-2","","10.1109/ICKG52313.2021.00024","","","2021-12","2022-11-17 10:55:11","2022-11-17 10:55:11","","110-116","","","","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE International Conference on Big Knowledge (ICBK)","","","","","","","","","","","","","","",""
"2WJTGHHU","conferencePaper","2021","Qin, Wei; Luo, Xiangfeng; Wang, Hao","Implicit Business Competitor Inference Using Heterogeneous Knowledge Graph","","978-1-66543-858-2","","10.1109/ICKG52313.2021.00035","","","2021-12","2022-11-17 10:55:11","2022-11-17 10:55:11","","198-205","","","","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE International Conference on Big Knowledge (ICBK)","","","","","","","","","","","","","","",""
"L4JW6LHL","journalArticle","2022","Munir, Siraj; Malick, Rauf Ahmed Shams; Jami, Syed Imran; Ahmed, Ghufran; Khan, Suleman; Rodrigues, Joel J. P. C.","An integrated approach: using knowledge graph and network analysis for harnessing digital advertisement","Multimedia Tools and Applications","","","10.1007/s11042-021-11856-2","","","2022-01","2022-11-17 10:55:11","2022-11-17 10:55:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6B3V78L2","conferencePaper","2020","Zouaq, Amal; Martel, Felix","What is the schema of your knowledge graph?","","978-1-4503-7974-8","","10.1145/3391274.3393637","","","2020-06","2022-11-17 10:55:11","2022-11-17 10:55:11","","1-6","","","","","","","","","","","ACM","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of The International Workshop on Semantic Big Data","","","","","","","","","","","","","","",""
"U6SYNDH4","journalArticle","2021","Xiao, Han; Chen, Yidong; Shi, Xiaodong","Knowledge Graph Embedding Based on Multi-View Clustering Framework","IEEE Transactions on Knowledge and Data Engineering","","","10.1109/TKDE.2019.2931548","","","2021-02","2022-11-17 10:55:11","2022-11-17 10:55:11","","585-596","","2","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHI8R2U2","conferencePaper","2020","Bayrak, Betul; Choupani, Roya; Dogdu, Erdogan","Link Prediction in Knowledge Graphs with Numeric Triples Using Clustering","","978-1-72816-251-5","","10.1109/BigData50022.2020.9378475","","","2020-12","2022-11-17 10:55:11","2022-11-17 10:55:11","","4492-4498","","","","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE International Conference on Big Data (Big Data)","","","","","","","","","","","","","","",""
"STS6JZ4K","journalArticle","2010","Huang, Zan","Link Prediction Based on Graph Topology: The Predictive Value of Generalized Clustering Coefficient","SSRN Electronic Journal","","","10.2139/ssrn.1634014","","","2010","2022-11-17 10:55:11","2022-11-17 10:55:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5I328BQ9","conferencePaper","2014","Tian, F., Gao, B., Cui, Q., Chen, E., & Liu, T.-Y.","Learning Deep Representations for Graph Clustering","","","","","","","2014","2022-11-17 10:55:11","2022-11-17 10:55:11","","1293-1299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the AAAI Conference on Artificial Intelligence, 28(1)","","","","","","","","","","","","","","",""
"TP3KE23U","journalArticle","2020","Wang, Kuansan; Shen, Iris; Huang, Charles; Wu, Chieh-Han; Dong, Yuxiao; Kanakia, Anshul","Microsoft Academic Graph: when experts are not enough","Quantitative Science Studies","","","","https://www.microsoft.com/en-us/research/publication/microsoft-academic-graph-when-experts-are-not-enough/","An ongoing project explores the extent to which artificial intelligence (AI), specifically in the areas of natural language processing and semantic reasoning, can be exploited to facilitate the studies of science by deploying software agents equipped with natural language understanding capabilities to read scholarly publications on the web. The knowledge extracted by these AI agents is organized into a heterogeneous graph, called Microsoft Academic Graph (MAG), where the nodes and the edges represent the entities engaging in scholarly communications and the relationships among them, respectively. The frequently updated data set and a few software tools central to the underlying AI components are distributed under an open data license for research and commercial applications. This paper describes the design, schema, and technical and business motivations behind MAG and elaborates how MAG can be used in analytics, search, and recommendation scenarios. How AI plays an important role in avoiding various biases and human induced errors in other data sets and how the technologies can be further improved in the future are also discussed.","2020-02","2022-11-17 10:55:11","2022-11-17 10:55:11","","396-413","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57H2MZ4W","journalArticle","2014","Vrandečić, Denny; Krötzsch, Markus","Wikidata: A Free Collaborative Knowledgebase","Commun. ACM","","","10.1145/2629489","https://doi.org/10.1145/2629489","This collaboratively edited knowledgebase provides a common source of data for Wikipedia, and everyone else.","2014-09","2022-11-17 10:55:11","2022-11-17 10:55:11","","78-85","","10","57","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C3YFY3B9","conferencePaper","2020","Broscheit, Samuel; Gashteovski, Kiril; Wang, Yanjie; Gemulla, Rainer","Can We Predict New Facts with Open Knowledge Graph Embeddings? A Benchmark for Open Link Prediction","","","","10.18653/v1/2020.acl-main.209","https://aclanthology.org/2020.acl-main.209","Open Information Extraction systems extract (``subject text'', ``relation text'', ``object text'') triples from raw text. Some triples are textual versions of facts, i.e., non-canonicalized mentions of entities and relations. In this paper, we investigate whether it is possible to infer new facts directly from the open knowledge graph without any canonicalization or any supervision from curated knowledge. For this purpose, we propose the open link prediction task,i.e., predicting test facts by completing (``subject text'', ``relation text'', ?) questions. An evaluation in such a setup raises the question if a correct prediction is actually a new fact that was induced by reasoning over the open knowledge graph or if it can be trivially explained. For example, facts can appear in different paraphrased textual variants, which can lead to test leakage. To this end, we propose an evaluation protocol and a methodology for creating the open link prediction benchmark OlpBench. We performed experiments with a prototypical knowledge graph embedding model for openlink prediction. While the task is very challenging, our results suggests that it is possible to predict genuinely new facts, which can not be trivially explained.","2020-07","2022-11-17 10:55:11","2022-11-17 10:55:11","","2296-2308","","","","","","","","","","","Association for Computational Linguistics","Online","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","","","","","","","","","","","","","","",""
